station_id,xi,sigma
Annandale (WTP),0.057258341662118864,24.41529826831559
Annandale (WTP),0.07594693305824866,21.989780485704408
Annandale (WTP),0.09965813737622665,21.520206878338055
Annandale (WTP),0.17654973902063195,19.344994440522857
Annandale (WTP),0.18237519095972363,19.628128283071305
Annandale (WTP),0.13110360567476662,20.771493573379963
Annandale (WTP),0.006345016101785369,20.968494219203713
Annandale (WTP),0.15388995849501333,23.58060877747944
Annandale (WTP),0.014354598349219752,24.16428325380631
Annandale (WTP),0.17303801128151672,21.07299534664468
Annandale (WTP),0.14086336378316702,19.685379640863903
Annandale (WTP),0.07431399046571073,22.924292412555953
Annandale (WTP),0.09417435746713017,22.93004454275114
Annandale (WTP),0.09717497424534878,22.8215341946419
Annandale (WTP),0.12194889714317284,20.907215538207428
Annandale (WTP),0.050268707283837845,21.43546963068112
Annandale (WTP),-0.03489077741503596,23.516026491193404
Annandale (WTP),0.10103294804583762,19.77621407521707
Annandale (WTP),-0.024404703307445253,23.960199877602093
Annandale (WTP),0.18705976391719503,19.996268089029115
Annandale (WTP),0.057329676934322615,22.890749514991107
Annandale (WTP),0.06941489883601298,23.168101285761818
Annandale (WTP),0.0902664107810878,20.500268281945573
Annandale (WTP),0.08971205093087734,21.349477657893317
Annandale (WTP),-0.008582260180130294,22.65108739322517
Annandale (WTP),0.06302017899061016,23.965423708353036
Annandale (WTP),0.09344448115776219,21.014944993682896
Annandale (WTP),0.10970172353387049,23.852128501854786
Annandale (WTP),0.1607836451484948,20.423843167851373
Annandale (WTP),0.0781372439184967,23.3601672799428
Annandale (WTP),0.1739669976606571,23.218690246833717
Annandale (WTP),-0.06577755833745302,24.643537715256173
Annandale (WTP),0.19993765551543985,22.13792956551439
Annandale (WTP),0.09431508833576896,21.185450720108058
Annandale (WTP),0.07989422001344167,20.491971815685467
Annandale (WTP),-0.0207998615193056,25.378244850793617
Annandale (WTP),0.1454021243296531,24.359357597201363
Annandale (WTP),0.19808433737954179,21.40193955654945
Annandale (WTP),-0.10346459169579135,24.16497559216203
Annandale (WTP),0.15142168709246379,21.975325196553058
Annandale (WTP),0.13189428062587388,21.30896744658388
Annandale (WTP),-0.038844122413042206,25.61783077052324
Annandale (WTP),0.11193105017129906,23.651574194185233
Annandale (WTP),0.18448895818240546,18.709931259525277
Annandale (WTP),0.15846062881093642,20.63729439806608
Annandale (WTP),0.2357190328112238,17.45132914385131
Annandale (WTP),0.1658657897947859,20.592960143670062
Annandale (WTP),0.13722045710013217,21.077030210891216
Annandale (WTP),0.1390666652050264,19.305386601286884
Annandale (WTP),0.029536061337485223,22.63806826298859
Annandale (WTP),0.05741950716410741,19.508439036553128
Annandale (WTP),0.11002891645987287,21.29046386634287
Annandale (WTP),0.12952053043954528,22.057064914841433
Annandale (WTP),0.09809941944725899,21.967870289833034
Annandale (WTP),0.1435784542886358,21.29409904368007
Annandale (WTP),0.060696657651200026,24.112084814251983
Annandale (WTP),-0.0030668119384029014,22.07618331476367
Annandale (WTP),0.06436542162519522,24.712007441980383
Annandale (WTP),0.1779158793227062,19.29618197894724
Annandale (WTP),0.015511162900464963,23.24667458012255
Annandale (WTP),0.14120394459354624,20.45836674989391
Annandale (WTP),0.07018139405595725,25.41159992622279
Annandale (WTP),0.054859599892593494,21.19954249267336
Annandale (WTP),0.1503119042267862,20.806382847159412
Annandale (WTP),0.14358826685316584,22.165828911375293
Annandale (WTP),0.12358265798639617,18.417003839109064
Annandale (WTP),0.047750362762169735,22.668676038265602
Annandale (WTP),0.1370107020049906,22.55981833321368
Annandale (WTP),0.10223618479309016,22.669978661397504
Annandale (WTP),0.012109849300449019,25.019293990831926
Annandale (WTP),0.07925793878843312,23.628345749211487
