station,X_m,Y_m,X_km,Y_km,Elevation_150m,TR,TR_mean,TR_std,TR_z,TR_std_z,Elev_z,Elev_norm
Mt Horne (WTP),647736.8848,1342690.508,647.7368848,1342.690508,145.5919,10,186.019687,34.90486302,0.371434752,0.711647862,-0.889301009,-0.895779819
Mt Horne (WTP),647736.8848,1342690.508,647.7368848,1342.690508,145.5919,25,245.2450182,60.59921479,0.454436177,0.704647033,-0.889301009,-0.895779819
Mt Horne (WTP),647736.8848,1342690.508,647.7368848,1342.690508,145.5919,50,301.1275695,89.60631893,0.493357588,0.689923506,-0.889301009,-0.895779819
Mt Horne (WTP),647736.8848,1342690.508,647.7368848,1342.690508,145.5919,75,339.2286125,111.7216746,0.507910686,0.678680837,-0.889301009,-0.895779819
Mt Horne (WTP),647736.8848,1342690.508,647.7368848,1342.690508,145.5919,100,369.0507963,130.2451837,0.515048611,0.669736183,-0.889301009,-0.895779819
Mt Reuil (WTP),647205.7579,1347899.052,647.2057579,1347.899052,153.2649,5,154.5039578,21.52638052,0.418990073,0.588239246,-0.828120969,-0.764709674
Mt Reuil (WTP),647205.7579,1347899.052,647.2057579,1347.899052,153.2649,10,186.7142823,34.05380343,0.387528077,0.63153097,-0.828120969,-0.764709674
Mt Reuil (WTP),647205.7579,1347899.052,647.2057579,1347.899052,153.2649,25,236.9791211,59.31802978,0.322108074,0.642174151,-0.828120969,-0.764709674
Mt Reuil (WTP),647205.7579,1347899.052,647.2057579,1347.899052,153.2649,50,282.137064,87.62617989,0.26539039,0.629635035,-0.828120969,-0.764709674
Mt Reuil (WTP),647205.7579,1347899.052,647.2057579,1347.899052,153.2649,75,311.9708169,109.1371973,0.23200009,0.618404271,-0.828120969,-0.764709674
Mt Reuil (WTP),647205.7579,1347899.052,647.2057579,1347.899052,153.2649,100,334.8786077,127.1454349,0.208759641,0.609690774,-0.828120969,-0.764709674
Mt.Plaisir (WTP),638044.3701,1341144.834,638.0443701,1341.144834,205.6737,5,152.7676219,18.73324765,0.366366583,0.142372752,-0.410243681,-0.535082815
Mt.Plaisir (WTP),638044.3701,1341144.834,638.0443701,1341.144834,205.6737,10,182.8312648,27.67247704,0.297561067,0.030806838,-0.410243681,-0.535082815
Mt.Plaisir (WTP),638044.3701,1341144.834,638.0443701,1341.144834,205.6737,25,229.6572864,44.40260734,0.204893391,-0.085128642,-0.410243681,-0.535082815
Mt.Plaisir (WTP),638044.3701,1341144.834,638.0443701,1341.144834,205.6737,50,271.4511917,61.88535744,0.137114271,-0.154085091,-0.410243681,-0.535082815
Mt.Plaisir (WTP),638044.3701,1341144.834,638.0443701,1341.144834,205.6737,75,298.8603815,74.52691988,0.099292804,-0.188795196,-0.410243681,-0.535082815
Mt.Plaisir (WTP),638044.3701,1341144.834,638.0443701,1341.144834,205.6737,100,319.7810768,84.75933656,0.073438861,-0.211372728,-0.410243681,-0.535082815
Munich (WTP),647287.3774,1336418.564,647.2873774,1336.418564,243.2152,5,104.4272051,12.14678137,-1.0986964,-0.90902178,-0.110909595,-0.139710299
Munich (WTP),647287.3774,1336418.564,647.2873774,1336.418564,243.2152,10,121.5180696,17.83049629,-1.123026094,-0.89569574,-0.110909595,-0.139710299
Munich (WTP),647287.3774,1336418.564,647.2873774,1336.418564,243.2152,25,146.7136643,28.21607985,-1.122944601,-0.8744128,-0.110909595,-0.139710299
Munich (WTP),647287.3774,1336418.564,647.2873774,1336.418564,243.2152,50,168.0490204,38.7663079,-1.10415354,-0.857981186,-0.110909595,-0.139710299
Munich (WTP),647287.3774,1336418.564,647.2873774,1336.418564,243.2152,75,181.5623496,46.23848406,-1.088028814,-0.84855328,-0.110909595,-0.139710299
Munich (WTP),647287.3774,1336418.564,647.2873774,1336.418564,243.2152,100,191.656077,52.20535367,-1.074959173,-0.841977766,-0.110909595,-0.139710299
Peggy's Whim (WTP),647128.3563,1346005.679,647.1283563,1346.005679,241.6209,5,187.3213286,27.78772212,1.413592897,1.587734277,-0.123621616,-0.234219194
Peggy's Whim (WTP),647128.3563,1346005.679,647.1283563,1346.005679,241.6209,10,237.7538792,44.05524565,1.570082594,1.573044902,-0.123621616,-0.234219194
Peggy's Whim (WTP),647128.3563,1346005.679,647.1283563,1346.005679,241.6209,25,323.6557162,77.69249769,1.709706942,1.538146214,-0.123621616,-0.234219194
Peggy's Whim (WTP),647128.3563,1346005.679,647.1283563,1346.005679,241.6209,50,407.4207523,116.3871458,1.769329887,1.505308213,-0.123621616,-0.234219194
Peggy's Whim (WTP),647128.3563,1346005.679,647.1283563,1346.005679,241.6209,75,465.7917726,146.2611032,1.789016376,1.484227929,-0.123621616,-0.234219194
Peggy's Whim (WTP),647128.3563,1346005.679,647.1283563,1346.005679,241.6209,100,512.1060802,171.4802136,1.797268374,1.468502273,-0.123621616,-0.234219194
Petit Etang (WTP),643102.2432,1333701.536,643.1022432,1333.701536,338.2855,5,187.2010301,28.05541476,1.409946986,1.630465928,0.647125682,0.645630749
Petit Etang (WTP),643102.2432,1333701.536,643.1022432,1333.701536,338.2855,10,233.4244415,45.646086,1.469772318,1.722803138,0.647125682,0.645630749
Petit Etang (WTP),643102.2432,1333701.536,643.1022432,1333.701536,338.2855,25,310.2084711,82.66566927,1.494431041,1.780646994,0.647125682,0.645630749
Petit Etang (WTP),643102.2432,1333701.536,643.1022432,1333.701536,338.2855,50,383.5014515,125.7254758,1.482196089,1.789628467,0.647125682,0.645630749
Petit Etang (WTP),643102.2432,1333701.536,643.1022432,1333.701536,338.2855,75,433.9351796,159.1677068,1.466555539,1.785242666,0.647125682,0.645630749
Petit Etang (WTP),643102.2432,1333701.536,643.1022432,1333.701536,338.2855,100,473.6656466,187.4984784,1.452722669,1.778792985,0.647125682,0.645630749
Plaisance (WTP),646641.7064,1337946.811,646.6417064,1337.946811,304.9725,5,109.2045296,13.31324155,-0.953909042,-0.722820289,0.381507196,0.330872572
Plaisance (WTP),646641.7064,1337946.811,646.6417064,1337.946811,304.9725,10,129.1550992,20.01768252,-0.946081046,-0.689798804,0.381507196,0.330872572
Plaisance (WTP),646641.7064,1337946.811,646.6417064,1337.946811,304.9725,25,159.6130106,32.69256812,-0.91643997,-0.65613119,0.381507196,0.330872572
Plaisance (WTP),646641.7064,1337946.811,646.6417064,1337.946811,304.9725,50,186.313227,46.02028696,-0.884905032,-0.637122299,0.381507196,0.330872572
Plaisance (WTP),646641.7064,1337946.811,646.6417064,1337.946811,304.9725,75,203.6289023,55.69325204,-0.864665347,-0.628044106,0.381507196,0.330872572
Plaisance (WTP),646641.7064,1337946.811,646.6417064,1337.946811,304.9725,100,216.7581876,63.54265655,-0.849966279,-0.622362233,0.381507196,0.330872572
Point Saline (MBIA),632169.1794,1327633.399,632.1691794,1327.633399,14.8969,5,101.0103825,7.223390427,-1.202250747,-1.694940375,-1.931386923,-5.199337583
Point Saline (MBIA),632169.1794,1327633.399,632.1691794,1327.633399,14.8969,10,119.9933963,11.10343339,-1.158351789,-1.528966753,-1.931386923,-5.199337583
Point Saline (MBIA),632169.1794,1327633.399,632.1691794,1327.633399,14.8969,25,148.3846572,18.50368071,-1.096193807,-1.348006829,-1.931386923,-5.199337583
Point Saline (MBIA),632169.1794,1327633.399,632.1691794,1327.633399,14.8969,50,172.7250593,26.23866901,-1.048021096,-1.239405002,-1.931386923,-5.199337583
Point Saline (MBIA),632169.1794,1327633.399,632.1691794,1327.633399,14.8969,75,188.254355,31.79548022,-1.02029057,-1.185400768,-1.931386923,-5.199337583
Point Saline (MBIA),632169.1794,1327633.399,632.1691794,1327.633399,14.8969,100,199.901657,36.26549975,-1.00105316,-1.150749576,-1.931386923,-5.199337583
Pomme Rose (WTP),645245.4876,1334183.97,645.2454876,1334.18397,315.1599,5,129.7271967,15.67176205,-0.331924336,-0.346330764,0.462735598,0.430727299
Pomme Rose (WTP),645245.4876,1334183.97,645.2454876,1334.18397,315.1599,10,150.8120014,22.9589373,-0.444304599,-0.412915501,0.462735598,0.430727299
Pomme Rose (WTP),645245.4876,1334183.97,645.2454876,1334.18397,315.1599,25,181.6012364,36.05203565,-0.564432173,-0.492317518,0.462735598,0.430727299
