X_m,Y_m,Elevation,ock_5_mean,ock_5_mean_std,oicckm2_5_mean,oicckm2_5_mean_std,ock_10_mean,ock_10_mean_std,oicckm2_10_mean,oicckm2_10_mean_std,ock_25_mean,ock_25_mean_std,oicckm2_25_mean,oicckm2_25_mean_std,ock_50_mean,ock_50_mean_std,oicckm2_50_mean,oicckm2_50_mean_std,ock_75_mean,ock_75_mean_std,oicckm2_75_mean,oicckm2_75_mean_std,ock_100_mean,ock_100_mean_std,oicckm2_100_mean,oicckm2_100_mean_std,ock_5_std,ock_5_std_std,oicckm2_5_std,oicckm2_5_std_std,ock_10_std,ock_10_std_std,oicckm2_10_std,oicckm2_10_std_std,ock_25_std,ock_25_std_std,oicckm2_25_std,oicckm2_25_std_std,ock_50_std,ock_50_std_std,oicckm2_50_std,oicckm2_50_std_std,ock_75_std,ock_75_std_std,oicckm2_75_std,oicckm2_75_std_std,ock_100_std,ock_100_std_std,oicckm2_100_std,oicckm2_100_std_std
641567.805,1335119.436,539.48,160.65,15.636,162.601,26.478,191.701,20.575,195.414,34.841,241.545,30.468,247.339,51.795,315.441,56.403,294.723,71.026,351.274,68.616,326.41,85.668,383.646,78.998,350.933,97.888,17.788,3.076,19.5,5.236,27.255,5.511,28.042,9.102,58.153,15.379,42.334,16.859,87.76,25.292,62.345,28.718,105.316,31.615,83.613,40.604,126.205,38.601,91.005,47.138
641567.805,1335029.436,526.04,159.262,14.877,161.608,26.458,189.874,19.572,194.251,34.794,238.812,28.975,245.863,51.707,311.434,55.707,292.925,70.889,347.688,67.894,324.37,85.487,379.358,78.226,348.684,97.664,17.388,2.923,19.334,5.219,26.548,5.242,27.598,8.966,57.061,15.246,41.03,16.057,85.482,25.048,60.516,27.763,99.317,30.331,82.776,40.348,119.016,37.173,88.439,46.013
641567.805,1334939.436,505.89,157.401,14.022,160.15,26.438,187.43,18.442,192.494,34.746,235.151,27.292,243.567,51.614,306.228,54.853,290.081,70.742,343.057,66.999,321.124,85.291,373.706,77.267,345.101,97.419,16.891,2.752,19.088,5.199,25.665,4.941,27.003,8.799,55.608,15.082,39.573,15.136,82.348,24.741,58.445,26.675,92.224,28.721,81.617,40.08,110.374,35.355,85.495,44.734
641567.805,1334849.436,487.73,155.514,13.063,158.796,26.418,184.959,17.176,190.874,34.696,231.459,25.41,241.469,51.517,301.027,53.846,287.499,70.588,338.088,65.899,318.183,85.083,367.711,76.09,341.858,97.157,16.399,2.562,18.862,5.178,24.793,4.606,26.407,8.595,54.014,14.88,38.253,14.102,79.191,24.369,56.564,25.471,85.325,26.755,80.636,39.806,101.815,33.105,82.806,43.327
641567.805,1334759.436,470.56,153.642,11.994,157.481,26.4,182.514,15.764,189.307,34.646,227.816,23.312,239.452,51.418,295.551,52.606,285.026,70.428,332.575,64.533,315.374,84.865,361.128,74.621,338.762,96.882,15.918,2.35,18.645,5.155,23.941,4.232,25.787,8.344,52.284,14.629,37.071,12.971,75.882,23.897,54.868,24.183,78.586,24.425,79.782,39.534,93.36,30.396,80.363,41.833
641567.805,1334669.436,456.35,152.045,10.812,156.335,26.382,180.443,14.206,187.96,34.597,224.756,20.998,237.746,51.319,290.036,51.069,282.961,70.266,326.601,62.825,313.039,84.643,354.114,72.778,336.195,96.597,15.512,2.116,18.46,5.131,23.221,3.818,25.174,8.037,50.459,14.311,36.109,11.772,72.604,23.295,53.482,22.857,72.607,21.742,79.173,39.274,85.815,27.232,78.348,40.313
641567.805,1334579.436,443.4,150.592,9.523,155.245,26.367,178.57,12.506,186.688,34.551,222.002,18.475,236.154,51.223,284.248,49.155,281.048,70.106,319.97,60.678,310.886,84.421,346.398,70.448,333.833,96.311,15.15,1.861,18.288,5.106,22.578,3.366,24.536,7.66,48.483,13.906,35.338,10.548,69.171,22.521,52.36,21.557,67.244,18.751,78.718,39.034,78.934,23.655,76.697,38.844
641567.805,1334489.436,432.95,149.419,8.142,154.293,26.355,177.079,10.686,185.599,34.509,219.844,15.776,234.823,51.133,278.373,46.771,279.48,69.953,312.761,57.975,309.137,84.207,338.099,67.497,331.924,96.031,14.868,1.589,18.144,5.081,22.074,2.882,23.898,7.199,46.399,13.388,34.812,9.365,65.708,21.527,51.584,20.363,62.896,15.549,78.49,38.825,73.23,19.772,75.527,37.517
641567.805,1334399.436,424.51,148.581,6.719,153.449,26.345,176.048,8.813,184.652,34.473,218.403,13.0,233.701,51.053,272.397,43.868,278.193,69.816,304.983,54.643,307.725,84.011,329.2,63.834,330.398,95.773,14.683,1.309,18.025,5.056,21.739,2.383,23.273,6.649,44.201,12.739,34.526,8.319,62.218,20.283,51.147,19.369,59.76,12.33,78.466,38.653,68.996,15.817,74.837,36.43
641567.805,1334309.436,417.08,147.999,5.409,152.649,26.34,175.374,7.088,183.769,34.446,217.521,10.446,232.684,50.991,266.756,40.694,277.061,69.707,297.422,50.949,306.512,83.853,320.546,59.743,329.11,95.562,14.582,1.052,17.928,5.036,21.552,1.923,22.714,6.063,42.068,12.004,34.455,7.536,58.944,18.889,51.016,18.667,57.563,9.501,78.601,38.527,66.07,12.304,74.58,35.674
