X_m,Y_m,Elevation,ock_5_mean,ock_5_mean_std,oicckm2_5_mean,oicckm2_5_mean_std,ock_10_mean,ock_10_mean_std,oicckm2_10_mean,oicckm2_10_mean_std,ock_25_mean,ock_25_mean_std,oicckm2_25_mean,oicckm2_25_mean_std,ock_50_mean,ock_50_mean_std,oicckm2_50_mean,oicckm2_50_mean_std,ock_75_mean,ock_75_mean_std,oicckm2_75_mean,oicckm2_75_mean_std,ock_100_mean,ock_100_mean_std,oicckm2_100_mean,oicckm2_100_mean_std,ock_5_std,ock_5_std_std,oicckm2_5_std,oicckm2_5_std_std,ock_10_std,ock_10_std_std,oicckm2_10_std,oicckm2_10_std_std,ock_25_std,ock_25_std_std,oicckm2_25_std,oicckm2_25_std_std,ock_50_std,ock_50_std_std,oicckm2_50_std,oicckm2_50_std_std,ock_75_std,ock_75_std_std,oicckm2_75_std,oicckm2_75_std_std,ock_100_std,ock_100_std_std,oicckm2_100_std,oicckm2_100_std_std
639587.805,1332149.436,214.11,112.297,20.298,109.735,26.411,142.144,24.36,136.628,32.625,188.79,31.414,181.942,42.637,242.95,29.977,228.965,53.419,275.8,34.705,264.05,62.334,301.588,39.136,293.247,70.519,14.981,2.019,13.913,3.632,24.162,2.419,22.919,5.24,45.261,5.228,45.804,11.001,72.89,10.836,77.957,21.457,95.957,16.996,106.427,32.34,116.422,23.462,132.738,43.467
639587.805,1332059.436,199.42,111.204,20.405,109.178,26.429,140.841,24.546,135.677,32.657,186.46,31.85,180.138,42.698,238.475,31.419,226.153,53.513,270.337,36.421,260.472,62.453,295.273,41.096,289.036,70.66,14.731,2.115,13.779,3.637,23.819,2.544,22.664,5.249,44.496,5.498,45.218,11.02,71.439,11.377,76.86,21.492,93.864,17.823,104.853,32.39,113.72,24.582,130.708,43.531
639587.805,1331969.436,189.11,110.268,20.496,108.699,26.447,139.525,24.709,134.852,32.689,184.311,32.231,178.565,42.759,234.704,32.752,223.704,53.606,265.728,38.009,257.363,62.571,289.966,42.912,285.387,70.798,14.537,2.203,13.666,3.642,23.518,2.659,22.452,5.257,43.856,5.749,44.737,11.038,70.293,11.879,75.971,21.526,92.281,18.588,103.591,32.44,111.751,25.616,129.094,43.596
639587.805,1331879.436,180.75,109.379,20.574,108.257,26.464,138.101,24.847,134.086,32.72,182.229,32.558,177.098,42.819,231.487,33.967,221.416,53.698,261.805,39.46,254.459,62.687,285.476,44.573,281.982,70.934,14.391,2.284,13.564,3.647,23.253,2.764,22.259,5.266,43.324,5.978,44.301,11.057,69.403,12.337,75.173,21.561,91.121,19.286,102.463,32.49,110.381,26.559,127.659,43.66
639587.805,1331789.436,176.28,108.613,20.639,107.884,26.481,136.673,24.966,133.432,32.752,180.261,32.838,175.84,42.878,228.868,35.053,219.454,53.788,258.622,40.76,251.976,62.8,281.867,46.063,279.082,71.066,14.292,2.356,13.48,3.652,23.027,2.859,22.105,5.274,42.904,6.184,43.959,11.075,68.772,12.748,74.561,21.596,90.382,19.911,101.613,32.54,109.603,27.401,126.593,43.724
639587.805,1331699.436,174.46,107.916,20.694,107.56,26.498,135.213,25.065,132.857,32.782,178.348,33.073,174.727,42.937,226.346,36.006,217.716,53.877,255.576,41.903,249.782,62.911,278.44,47.374,276.526,71.196,14.201,2.419,13.411,3.657,22.807,2.942,21.977,5.283,42.512,6.366,43.681,11.094,68.218,13.11,74.075,21.631,89.773,20.459,100.951,32.59,109.012,28.139,125.776,43.787
639587.805,1331609.436,173.97,107.27,20.739,107.262,26.514,133.813,25.148,132.325,32.813,176.465,33.267,173.69,42.995,223.761,36.823,216.096,53.964,252.486,42.885,247.737,63.019,274.991,48.502,274.146,71.322,14.106,2.473,13.347,3.663,22.58,3.014,21.862,5.292,42.119,6.522,43.435,11.113,67.678,13.42,73.65,21.665,89.196,20.929,100.381,32.639,108.467,28.771,125.081,43.851
639587.805,1331519.436,173.45,106.613,20.775,106.97,26.53,132.422,25.215,131.8,32.842,174.545,33.423,172.662,43.052,220.899,37.501,214.482,54.049,249.1,43.703,245.695,63.125,271.229,49.442,271.766,71.445,13.99,2.518,13.284,3.668,22.336,3.073,21.747,5.3,41.695,6.653,43.186,11.131,67.078,13.679,73.221,21.699,88.52,21.32,99.804,32.688,107.781,29.295,124.378,43.914
639587.805,1331429.436,171.26,105.903,20.804,106.656,26.545,131.094,25.267,131.238,32.872,172.556,33.544,171.559,43.108,217.094,38.041,212.741,54.132,244.582,44.355,243.481,63.228,266.17,50.192,269.175,71.564,13.798,2.554,13.213,3.674,22.022,3.121,21.614,5.309,41.111,6.757,42.896,11.15,66.157,13.885,72.709,21.734,87.353,21.631,99.102,32.738,106.422,29.711,123.507,43.977
639587.805,1331339.436,165.71,105.015,20.825,106.295,26.56,129.671,25.305,130.596,32.901,170.294,33.632,170.293,43.164,212.909,38.442,210.733,54.214,239.678,44.84,240.915,63.328,260.713,50.751,266.156,71.681,13.583,2.58,13.124,3.679,21.688,3.157,21.448,5.318,40.491,6.835,42.522,11.168,65.149,14.038,72.031,21.768,86.027,21.861,98.153,32.786,104.82,30.019,122.307,44.039
