X_m,Y_m,Elevation,ock_5_mean,ock_5_mean_std,oicckm2_5_mean,oicckm2_5_mean_std,ock_10_mean,ock_10_mean_std,oicckm2_10_mean,oicckm2_10_mean_std,ock_25_mean,ock_25_mean_std,oicckm2_25_mean,oicckm2_25_mean_std,ock_50_mean,ock_50_mean_std,oicckm2_50_mean,oicckm2_50_mean_std,ock_75_mean,ock_75_mean_std,oicckm2_75_mean,oicckm2_75_mean_std,ock_100_mean,ock_100_mean_std,oicckm2_100_mean,oicckm2_100_mean_std,ock_5_std,ock_5_std_std,oicckm2_5_std,oicckm2_5_std_std,ock_10_std,ock_10_std_std,oicckm2_10_std,oicckm2_10_std_std,ock_25_std,ock_25_std_std,oicckm2_25_std,oicckm2_25_std_std,ock_50_std,ock_50_std_std,oicckm2_50_std,oicckm2_50_std_std,ock_75_std,ock_75_std_std,oicckm2_75_std,oicckm2_75_std_std,ock_100_std,ock_100_std_std,oicckm2_100_std,oicckm2_100_std_std
640667.805,1348349.436,17.49,147.905,16.018,150.197,24.005,169.137,22.673,181.206,30.112,203.36,33.008,226.564,43.425,229.133,44.828,264.937,57.982,235.987,57.147,279.917,74.413,239.856,67.053,294.664,86.478,14.99,3.803,15.944,5.484,256.055,6.838,24.124,9.385,387.098,13.526,38.703,19.029,45.028,23.705,53.946,31.424,494.591,31.556,64.904,41.813,54.404,38.612,73.751,51.054
640667.805,1348259.436,25.5,149.658,15.658,151.179,23.901,171.555,22.301,182.419,29.946,205.434,32.486,228.444,43.05,231.569,44.109,268.007,56.992,239.427,56.412,283.456,73.36,244.22,66.282,298.704,85.155,15.33,3.753,16.19,5.445,656.823,6.756,24.454,9.298,634.495,13.337,39.189,18.827,46.408,23.513,54.56,31.074,1389.4,31.288,65.604,41.339,56.756,38.297,74.518,50.47
640667.805,1348169.436,37.51,151.534,15.328,152.546,23.798,174.132,21.942,184.097,29.781,208.391,32.01,230.924,42.673,234.993,43.461,271.811,55.969,243.467,55.701,287.863,72.254,248.743,65.509,303.7,83.749,15.721,3.701,16.5,5.401,344.805,6.667,24.88,9.204,346.499,13.135,39.839,18.605,47.411,23.3,55.415,30.691,747.173,30.987,66.605,40.822,54.461,37.947,75.638,49.833
640667.805,1348079.436,49.81,152.487,14.947,153.924,23.697,175.688,21.533,185.784,29.618,211.276,31.44,233.412,42.295,238.511,42.673,275.616,54.916,247.308,54.865,292.304,71.097,251.763,64.611,308.739,82.264,15.892,3.643,16.817,5.353,212.304,6.57,25.315,9.101,240.051,12.92,40.502,18.362,42.659,23.058,56.286,30.276,693.222,30.652,67.626,40.261,42.762,37.551,76.781,49.142
640667.805,1347989.436,62.64,153.477,14.569,155.336,23.596,177.537,21.112,187.51,29.456,214.058,30.881,235.943,41.916,241.551,41.904,279.463,53.836,250.258,54.011,296.824,69.892,254.351,63.672,313.868,80.702,16.154,3.582,17.144,5.3,-102.386,6.467,25.763,8.991,31.123,12.692,41.185,18.1,40.843,22.79,57.187,29.827,414.911,30.283,68.684,39.656,42.994,37.111,77.968,48.398
640667.805,1347899.436,73.54,156.111,14.2,156.535,23.497,180.542,20.69,188.972,29.297,217.537,30.333,238.124,41.538,246.582,41.152,282.867,52.732,257.357,53.142,300.872,68.643,263.469,62.698,318.481,79.069,16.36,3.518,17.442,5.242,24.39,6.357,26.165,8.873,133.278,12.452,41.789,17.818,33.756,22.499,57.971,29.347,444.208,29.88,69.597,39.01,23.584,36.633,78.983,47.604
640667.805,1347809.436,83.48,154.581,13.805,157.618,23.399,179.764,20.237,190.291,29.14,218.328,29.726,240.108,41.162,246.533,40.314,286.012,51.61,255.201,52.187,304.656,67.355,258.447,61.632,322.806,77.372,16.281,3.45,17.726,5.18,-97.582,6.241,26.544,8.748,-23.092,12.2,42.353,17.518,33.014,22.18,58.697,28.837,335.15,29.443,70.437,38.324,30.781,36.11,79.914,46.761
640667.805,1347719.436,93.53,153.384,13.418,158.693,23.303,179.173,19.783,191.595,28.986,219.643,29.124,242.065,40.79,247.487,39.48,289.103,50.474,254.297,51.214,308.406,66.034,254.895,60.531,327.091,75.62,16.204,3.381,18.011,5.114,-1.375,6.12,26.924,8.616,-53.037,11.939,42.92,17.201,32.987,21.837,59.429,28.3,389.917,28.974,71.285,37.601,39.675,35.552,80.857,45.875
640667.805,1347629.436,105.39,154.422,13.007,159.931,23.208,180.917,19.294,193.093,28.834,222.028,28.491,244.262,40.422,250.238,38.611,292.462,49.329,257.182,50.18,312.488,64.686,257.94,59.352,331.736,73.822,16.401,3.306,18.322,5.044,370.7,5.993,27.344,8.477,181.694,11.67,43.556,16.868,32.976,21.462,60.267,27.738,887.034,28.477,72.269,36.847,43.984,34.946,81.96,44.95
640667.805,1347539.436,120.88,157.106,12.596,161.513,23.116,184.654,18.798,195.005,28.686,225.471,27.845,246.983,40.061,254.608,37.721,296.438,48.182,263.362,49.112,317.291,63.321,266.164,58.13,337.165,71.991,16.918,3.229,18.686,4.97,496.949,5.863,27.846,8.334,307.512,11.395,44.333,16.522,34.85,21.067,61.316,27.156,1001.174,27.954,73.521,36.067,50.573,34.309,83.381,43.994
640667.805,1347449.436,134.43,160.296,12.186,162.881,23.026,188.768,18.298,196.652,28.542,229.157,27.19,249.347,39.706,259.632,36.821,299.944,47.039,270.964,48.02,321.584,61.947,276.629,56.876,342.03,70.141,17.469,3.15,19.017,4.894,362.626,5.73,28.299,8.185,386.67,11.116,45.028,16.168,38.814,20.655,62.249,26.559,797.078,27.41,74.63,35.268,60.628,33.647,84.637,43.014
640667.805,1347359.436,147.0,164.012,11.776,164.13,22.937,193.52,17.797,198.151,28.401,232.935,26.518,251.503,39.36,264.977,35.895,303.164,45.906,279.841,46.903,325.571,60.574,289.516,55.594,346.553,68.288,18.105,3.072,19.328,4.816,13.559,5.595,28.724,8.034,357.754,10.835,45.679,15.807,42.769,20.233,63.123,25.955,455.687,26.853,75.669,34.459,67.542,32.968,85.813,42.023
